"contracted","count_contr","elliptical_rate","origin","len.text"
"['and so on']",0,0,"scientific",197607
"['and so on']",2e-04,0,"scientific",4370
"['and so on', 'and so on', 'and so on']",1e-04,0,"scientific",23958
"['and so on']",6e-04,0,"scientific",1555
"[""aren't"", ""haven't"", ""won't""]",1e-04,0,"scientific",32774
"['and so on']",5e-04,0,"scientific",2140
"['and so on', ""can't""]",2e-04,8.52151682999574e-05,"scientific",11738
"[""aren't"", ""aren't""]",0.0011,0,"scientific",1787
"[' gonna ']",1e-04,0,"scientific",7747
"[""can't""]",3e-04,0,"scientific",3435
"['and so on']",2e-04,0,"scientific",5331
"[""aren't"", 'China virus']",4e-04,0,"scientific",5093
"['and so on', ' corona ']",6e-04,0,"scientific",3106
"[""can't"", ""can't""]",8e-04,0,"scientific",2417
"[""can't""]",1e-04,0,"scientific",12582
"[""won't""]",1e-04,0,"scientific",8914
"['and so on', ' Corona ', ' Corona ']",0.0014,0,"scientific",2220
"['and so on']",2e-04,0,"scientific",4336
"['and so on']",3e-04,0,"scientific",3700
"['and so on']",3e-04,0,"scientific",3482
"['and so on']",3e-04,0,"scientific",3476
"[""isn't""]",2e-04,0,"scientific",4822
"['and so on', 'and so on', ""can't"", ""can't""]",0.001,0,"scientific",3942
"['and so on', 'and so on']",5e-04,0,"scientific",3776
"[""can't""]",0.0017,0,"scientific",595
"[""can't""]",2e-04,0,"scientific",4719
"[""can't""]",3e-04,0,"scientific",3300
"[""isn't""]",4e-04,0,"scientific",2723
"['and so on', 'and so on']",7e-04,0,"scientific",2816
"['and so on']",3e-04,0,"scientific",2972
"[""can't""]",3e-04,0,"scientific",3995
"['and so on']",5e-04,0,"scientific",2040
"['and so on', 'and so on']",5e-04,0,"scientific",4100
"['and so on']",1e-04,0,"scientific",7722
"['and so on']",2e-04,0,"scientific",4667
"['and so on']",2e-04,0,"scientific",4399
"[""can't"", ' corona ']",5e-04,0,"scientific",4140
"[""aren't""]",2e-04,0,"scientific",5169
"['and so on']",2e-04,0,"scientific",5895
"[""aren't"", ""can't"", ""can't"", ""can't""]",0.001,0,"scientific",4079
"['and so on']",3e-04,0,"scientific",3421
"['and so on', 'and so on']",6e-04,0,"scientific",3375
"[""aren't""]",4e-04,0,"scientific",2243
"['and so on', ' corona ']",3e-04,0,"scientific",7524
"[""can't"", ' corona ', ' corona ']",0.0013,0,"scientific",2350
"['and so on']",0.001,0,"scientific",973
"['and so on']",1e-04,0,"scientific",8226
"[""hasn't""]",0.0014,0,"scientific",728
"[""aren't"", ""aren't""]",4e-04,0,"scientific",4473
"[""won't""]",2e-04,0,"scientific",4299
"[""shouldn't""]",6e-04,0,"scientific",1802
"['and so on', ' corona.']",5e-04,0,"scientific",4039
"[""won't"", ""won't"", ""won't""]",2e-04,0,"scientific",13748
"['and so on']",1e-04,0,"scientific",6960
"['and so on', 'and so on']",9e-04,0,"scientific",2299
"['and so on']",1e-04,0.000144780657304184,"scientific",6907
"['and so on']",2e-04,0,"scientific",5750
"[""isn't""]",3e-04,0,"scientific",3297
"['and so on']",3e-04,0,"scientific",2927
"[""can't"", ' corona ']",5e-04,0,"scientific",3862
"[""can't""]",0,8.20943921320735e-06,"scientific",121841
"['and so on', ' Corona ']",0.0013,0,"scientific",1580
"[""can't""]",4e-04,0,"scientific",2368
"['and so on']",2e-04,0,"scientific",4673
"['and so on']",0,1.8071581534458e-05,"scientific",110691
"['and so on']",2e-04,0,"scientific",4253
"[""aren't""]",2e-04,0,"scientific",6591
"[""can't"", ""isn't""]",3e-04,0,"scientific",6721
"['and so on']",1e-04,0,"scientific",6733
"['and so on']",0,0,"scientific",68078
"[""won't"", ""won't"", ' corona,']",6e-04,0,"scientific",4913
"[""isn't""]",3e-04,0,"scientific",3429
"[' gonna ', ' gonna ', ' gonna ']",4e-04,0,"scientific",8071
"[""can't"", ""haven't"", ""hasn't""]",0,0,"scientific",129861
"[""can't""]",1e-04,0,"scientific",10682
"['and so on']",0,3.80278744319586e-05,"scientific",52620
"['and so on']",1e-04,0,"scientific",9775
"['and so on', 'and so on']",8e-04,0,"scientific",2549
"['and so on']",2e-04,0,"scientific",4413
"['and so on', '/corona.']",0.0023,0,"scientific",882
"['and so on']",0,0,"scientific",22322
"['Kung Flu', ""isn't"", ""Isn't"", ' Corona,', '""corona ']",3e-04,0,"scientific",14678
"['and so on']",2e-04,0,"scientific",4607
"['and so on']",3e-04,0,"scientific",2876
"[""can't""]",2e-04,0,"scientific",4737
"['and so on']",4e-04,0,"scientific",2833
"['and so on']",0.001,0,"scientific",1054
"[""aren't""]",4e-04,0,"scientific",2633
"[""can't""]",2e-04,0,"scientific",6363
"['and so on']",1e-04,0,"scientific",19271
"[""can't""]",1e-04,0,"scientific",7939
"[""can't""]",2e-04,0,"scientific",4110
"[""can't""]",2e-04,0,"scientific",5296
"['and so on', 'and so on']",2e-04,0,"scientific",13278
"[""can't"", ""won't"", ' corona ']",0.0012,0,"scientific",2588
"[""can't"", ""haven't""]",2e-04,0,"scientific",11719
"[""aren't"", ""aren't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""won't"", ""shouldn't"", ""isn't""]",9e-04,0,"scientific",11668
"[""shouldn't""]",1e-04,0,"scientific",9784
"[""won't"", ""won't"", ""isn't""]",7e-04,0,"scientific",4095
"['and so on']",4e-04,0,"scientific",2524
"['and so on']",4e-04,0,"scientific",2482
"['and so on', ""can't"", ""can't"", ""won't"", ' Corona ', ' Corona.', ' Corona.']",0.001,0,"scientific",7328
"[""aren't"", ""aren't""]",0,0,"scientific",84536
"[""can't"", ""isn't"", '-corona ']",5e-04,0,"scientific",5561
"[""can't""]",3e-04,0,"scientific",3477
"['and so on']",2e-04,0,"scientific",6263
"[""won't""]",1e-04,0,"scientific",14368
"[""isn't"", ' corona ', ' corona ']",0.0011,0,"scientific",2764
"['and so on']",2e-04,0,"scientific",4923
"[""can't"", ' corona ', ' Corona ']",0,0,"scientific",110187
"[""can't"", ""haven't""]",3e-04,0,"scientific",7649
"[""can't"", ""can't"", ""isn't"", ""isn't""]",0.0017,0,"scientific",2301
"[""can't""]",3e-04,0,"scientific",3176
"[""can't""]",2e-04,0,"scientific",6685
"[""won't"", ""won't""]",4e-04,0,"scientific",4526
"['and so on', ""haven't""]",4e-04,0,"scientific",4497
"['and so on']",5e-04,0,"scientific",1853
"[""shouldn't""]",2e-04,0,"scientific",4483
"[""shouldn't""]",1e-04,0,"scientific",9727
"['and so on', ' corona ', ' Corona ', ' corona,', '-corona ', ' corona ', ' corona ']",0.0011,0,"scientific",6452
"['and so on']",3e-04,0,"scientific",2989
"['and so on']",1e-04,0,"scientific",6829
"['and so on']",1e-04,0,"scientific",8788
"[""can't"", ""can't""]",8e-04,0,"scientific",2529
"['and so on', 'and so on', 'and so on']",0.0016,0,"scientific",1930
"['and so on']",3e-04,0,"scientific",3476
"[""can't""]",1e-04,0,"scientific",9247
"['and so on']",1e-04,0,"scientific",14071
"['and so on']",2e-04,0,"scientific",4877
"['and so on']",2e-04,0,"scientific",6264
"['and so on', 'and so on']",1e-04,0,"scientific",23664
"[""can't""]",3e-04,0,"scientific",3199
"['and so on']",2e-04,0,"scientific",4887
"['and so on', 'and so on']",7e-04,0,"scientific",3041
"[""isn't"", ' corona ', ' corona ']",4e-04,0,"scientific",6757
"['and so on', ""can't""]",0,0,"scientific",78250
"[""won't""]",2e-04,0,"scientific",4569
"['and so on', 'and so on']",3e-04,0,"scientific",6885
"['and so on']",2e-04,0,"scientific",4074
"[""isn't""]",1e-04,0.000146692093296171,"scientific",6819
"[""aren't""]",2e-04,0,"scientific",5754
"[""can't""]",2e-04,0,"scientific",4266
"[""isn't"", ""isn't""]",1e-04,0,"scientific",21480
"[""can't""]",2e-04,0,"scientific",6228
"['and so on']",3e-04,0,"scientific",3766
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', ""can't""]",6e-04,0,"scientific",10419
"[""haven't""]",0,0,"scientific",41130
"['and so on', 'and so on', ""won't""]",0.002,0,"scientific",1477
"['and so on']",3e-04,0,"scientific",3232
"[""can't"", ""isn't"", ""isn't""]",3e-04,0,"scientific",8666
"['and so on', ""can't""]",1e-04,0,"scientific",18669
"[""haven't""]",3e-04,0,"scientific",3563
"[""can't""]",2e-04,0,"scientific",6586
"['and so on', ' Corona ']",6e-04,0,"scientific",3106
"[""won't""]",6e-04,0,"scientific",1817
"[""haven't"", ""won't""]",3e-04,0,"scientific",7623
"['and so on']",2e-04,0,"scientific",6006
"['and so on', 'and so on']",9e-04,0,"scientific",2295
"[""isn't""]",3e-04,0,"scientific",3213
"[""won't"", ""won't""]",1e-04,0,"scientific",26725
"['and so on', '-CORONA ']",4e-04,0,"scientific",4985
"[""shouldn't""]",2e-04,0,"scientific",4130
"['and so on', 'and so on', 'and so on', ' corona ']",0.0015,0,"scientific",2757
"[""can't"", ""haven't""]",3e-04,0,"scientific",7651
"['and so on']",2e-04,0,"scientific",5571
"[""haven't"", ""haven't"", ""haven't""]",8e-04,0,"scientific",3586
"['and so on', 'and so on', 'and so on']",3e-04,0,"scientific",8811
"[""shouldn't""]",2e-04,0,"scientific",6542
"['and so on']",5e-04,0,"scientific",2067
"[""won't"", ""won't"", ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ""'corona "", ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0104,0,"scientific",2498
"['and so on']",7e-04,0,"scientific",1436
"[""won't""]",5e-04,0,"scientific",2140
"[""won't""]",3e-04,0,"scientific",3325
"[""aren't"", ""can't""]",0,0,"scientific",258273
"[""can't"", ""won't""]",2e-04,0,"scientific",12734
"[""can't""]",5e-04,0,"scientific",2093
"['and so on']",0,0,"scientific",146198
"['and so on']",1e-04,0,"scientific",15479
"[""hasn't"", ""'Corona'""]",0.001,0,"scientific",2047
"['and so on', ""aren't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""haven't"", ""hasn't"", ""won't"", ""won't"", ""won't"", ""won't"", ""won't"", ""shouldn't"", ""shouldn't""]",0.001,0,"scientific",22073
"[""can't""]",4e-04,0,"scientific",2851
"['and so on']",2e-04,0,"scientific",5189
"['and so on']",2e-04,0,"scientific",5179
"['and so on', 'and so on']",2e-04,0,"scientific",8705
"['kung flu', ' corona,']",0.0012,0,"scientific",1699
"[""aren't"", ""isn't""]",3e-04,0,"scientific",5769
"['and so on']",3e-04,0,"scientific",3663
"['and so on']",8e-04,0,"scientific",1240
"['and so on']",3e-04,0,"scientific",3308
"[""aren't"", ""aren't"", ""can't"", ""can't"", ' corona ']",0.0019,0,"scientific",2642
"[""won't""]",2e-04,0,"scientific",5958
"['and so on']",1e-04,9.39496429913566e-05,"scientific",10646
"['and so on']",0,0,"scientific",68258
"[""hasn't""]",5e-04,0,"scientific",2178
"['and so on']",1e-04,0,"scientific",11340
"[""aren't"", ""won't"", ""won't"", ""isn't"", ""isn't"", ""isn't""]",9e-04,0,"scientific",6559
"['and so on', ""won't""]",5e-04,0,"scientific",3812
"[""can't""]",2e-04,0,"scientific",4666
"[""can't"", ""can't"", ""can't""]",2e-04,0,"scientific",13230
"['and so on', 'and so on']",3e-04,0,"scientific",7265
"['and so on']",1e-04,0,"scientific",7293
"[""haven't""]",2e-04,0,"scientific",4164
"['and so on', ' corona ']",6e-04,0,"scientific",3312
"['and so on']",1e-04,0,"scientific",15411
"['and so on']",7e-04,0,"scientific",1375
"['and so on']",3e-04,0,"scientific",3576
"['and so on', ""haven't""]",4e-04,0,"scientific",5142
"[""can't""]",5e-04,0,"scientific",1948
"['and so on']",1e-04,0,"scientific",10869
"[""can't""]",2e-04,0,"scientific",5437
"[""won't""]",2e-04,0,"scientific",4361
"[""can't"", ""can't"", ""shouldn't""]",5e-04,0,"scientific",5710
"[""won't""]",1e-04,0,"scientific",7701
"['and so on', ' Corona ', ' corona ', ' Corona ', ' Corona ']",9e-04,0,"scientific",5311
"['and so on']",5e-04,0,"scientific",2078
"['and so on']",0,0,"scientific",52659
"[""Haven't""]",2e-04,0,"scientific",4970
"['China virus']",1e-04,0,"scientific",7492
"[""can't""]",9e-04,0,"scientific",1173
"['and so on', '-corona ', '-corona ', '-corona ', '-corona ']",9e-04,0,"scientific",5737
"['and so on']",2e-04,0,"scientific",4149
"[""shouldn't"", ' corona ', ' corona ']",3e-04,0,"scientific",9497
"['and so on']",1e-04,0,"scientific",11486
"['and so on']",2e-04,0,"scientific",6284
"['and so on']",0,0,"scientific",23549
"[""hasn't""]",1e-04,0,"scientific",8802
"['and so on']",4e-04,0,"scientific",2819
"[""hasn't""]",4e-04,0,"scientific",2781
"[""can't"", ""can't""]",2e-04,9.45447669471495e-05,"scientific",10584
"['and so on']",5e-04,0,"scientific",2087
"[""aren't""]",2e-04,0,"scientific",5295
"[""can't""]",2e-04,0,"scientific",5400
"[""isn't""]",2e-04,0,"scientific",4057
"[""can't""]",3e-04,0,"scientific",3533
"[""can't"", ""hasn't"", ""shouldn't""]",0.0011,0,"scientific",2816
"[""won't""]",8e-04,0,"scientific",1278
"[""can't""]",3e-04,0,"scientific",2990
"[""isn't""]",3e-04,0,"scientific",3362
"[""hasn't""]",6e-04,0,"scientific",1576
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ""can't""]",0.0016,0,"scientific",5112
"[""aren't""]",2e-04,0,"scientific",4449
"[""hasn't""]",3e-04,0,"scientific",3340
"['and so on']",2e-04,0,"scientific",4153
"['and so on', 'and so on']",2e-04,9.4535829079221e-05,"scientific",10578
"[""aren't""]",6e-04,0,"scientific",1709
"['and so on', 'and so on', 'and so on', 'and so on']",6e-04,0,"scientific",6691
"['and so on']",1e-04,0,"scientific",7400
"[""haven't""]",3e-04,0,"scientific",2990
"[""haven't""]",2e-04,0,"scientific",5171
"[""can't"", ""can't"", ""can't"", ""can't"", ""can't""]",9e-04,0,"scientific",5844
"[""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""hasn't"", ""won't"", ""won't""]",0.0014,0,"scientific",7357
"[""can't""]",3e-04,0,"scientific",2885
"['and so on', 'and so on', ""won't"", ' GIMME ']",3e-04,0,"scientific",11667
"[""aren't""]",2e-04,0,"scientific",4779
"[""can't""]",1e-04,0,"scientific",8158
"['and so on']",2e-04,0,"scientific",6014
"['and so on', ""hasn't""]",1e-04,6.75356250422098e-05,"scientific",14809
"['and so on']",2e-04,0,"scientific",5132
"['and so on']",9e-04,0,"scientific",1065
"[""can't"", ""isn't"", ' corona ', ' corona.']",6e-04,0,"scientific",6954
"['and so on']",1e-04,0,"scientific",8412
"['and so on']",7e-04,0,"scientific",1522
"['and so on', ' corona ']",3e-04,0,"scientific",7009
"['and so on', 'and so on']",2e-04,0,"scientific",9589
"['and so on']",1e-04,0,"scientific",10994
"[""aren't""]",0.0011,0,"scientific",900
"['and so on']",4e-04,0,"scientific",2683
"['and so on']",2e-04,0,"scientific",5895
"['and so on']",6e-04,0,"scientific",1660
"[""isn't""]",0.0011,0,"scientific",904
"[""can't""]",5e-04,0,"scientific",1947
"[""haven't""]",1e-04,0,"scientific",7797
"['and so on', ""won't"", ' gonna ']",6e-04,0,"scientific",4989
"['and so on']",3e-04,0,"scientific",2859
"[""haven't"", ""haven't""]",0,0,"scientific",67534
"[""aren't"", ""can't"", ""isn't""]",3e-04,0,"scientific",9261
"[""won't""]",3e-04,0,"scientific",3107
"[""Can't"", 'Kung Flu', ' corona.']",2e-04,7.39480884419138e-05,"scientific",13523
"['and so on']",3e-04,0,"scientific",3244
"['and so on', ""can't"", ""won't"", ' corona ', ' corona ', ' Corona ', ' corona ', ' Corona ', ' Corona ', ' corona ', ' Corona ', ' corona ']",5e-04,0,"scientific",23438
"['and so on', ""can't"", ""can't""]",4e-04,0,"scientific",6983
"[""aren't"", ""shouldn't""]",6e-04,0,"scientific",3390
"[""aren't""]",2e-04,0,"scientific",6168
"['and so on', 'and so on']",2e-04,0,"scientific",10887
"['and so on']",2e-04,0.000175777816839515,"scientific",5692
"[""haven't""]",1e-04,0,"scientific",8763
"['and so on', '""corona""', ' Corona ']",7e-04,0,"scientific",4240
"[""hasn't""]",0,0,"scientific",81398
"[""isn't""]",0,9.75776352060108e-06,"scientific",204993
"['and so on']",2e-04,0,"scientific",4832
"[""won't"", ' corona ']",3e-04,0,"scientific",7519
"['and so on']",4e-04,0,"scientific",2454
"[""aren't"", ""won't""]",9e-04,0,"scientific",2232
"[""haven't""]",3e-04,0,"scientific",3972
"['and so on']",3e-04,0,"scientific",2971
"['and so on']",2e-04,0,"scientific",5872
"[""isn't""]",5e-04,0,"scientific",1983
"[""won't""]",1e-04,0,"scientific",10312
"[""can't""]",8e-04,0,"scientific",1196
"[""aren't"", ' corona ']",2e-04,0,"scientific",10902
"[""can't""]",5e-04,0,"scientific",1844
"['and so on', 'and so on']",3e-04,0,"scientific",5883
"[""Can't""]",2e-04,0,"scientific",5851
"['and so on']",1e-04,0,"scientific",8866
"[""aren't"", ""aren't"", ""aren't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""haven't"", ""isn't"", ""isn't"", ""isn't""]",7e-04,0,"scientific",21619
"['and so on']",0.0015,0,"scientific",658
"[""won't""]",3e-04,0,"scientific",3540
"['and so on']",2e-04,0,"scientific",5689
"['and so on']",0.0032,0,"scientific",317
"['and so on']",4e-04,0,"scientific",2287
"[""can't"", ""won't"", '""corona ', '""corona ']",3e-04,0,"scientific",13173
"['and so on', '""corona""', ' corona ']",0,5.29680655532779e-06,"scientific",188946
"['and so on']",4e-04,0,"scientific",2845
"[""can't""]",1e-04,0,"scientific",13685
"['and so on']",2e-04,0,"scientific",5677
"[""can't""]",0,0,"scientific",104598
"['and so on', ""haven't""]",0,1.19997600047999e-05,"scientific",83345
"['and so on', ""'corona'""]",4e-04,0,"scientific",4943
"['and so on', 'and so on', ' corona ']",5e-04,0,"scientific",5555
"['and so on']",1e-04,0,"scientific",18576
"['and so on']",4e-04,0,"scientific",2230
"[""can't"", ' Corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', '-corona ']",0.0026,0,"scientific",3474
"['and so on', 'and so on', ' corona ', ' corona ', ' corona ', ' corona ']",9e-04,0,"scientific",6689
"[""haven't""]",8e-04,0,"scientific",1241
"['and so on']",3e-04,0,"scientific",3991
"[""shouldn't""]",3e-04,0,"scientific",3533
"[""can't""]",9e-04,0,"scientific",1090
"['and so on']",3e-04,0,"scientific",3517
"['and so on']",4e-04,0,"scientific",2554
"[""isn't""]",1e-04,0,"scientific",8123
"[""won't""]",2e-04,0,"scientific",4459
"[""aren't"", ""aren't"", ' corona ']",5e-04,0,"scientific",6228
"['and so on']",1e-04,0,"scientific",19864
"[""won't"", ""won't""]",0.0012,0,"scientific",1612
"[""can't""]",3e-04,0,"scientific",3212
"['and so on']",2e-04,0,"scientific",4361
"[""can't"", 'Kung Flu']",2e-04,0,"scientific",9189
"['and so on', ""aren't""]",3e-04,0,"scientific",7742
"[""can't""]",1e-04,9.22849760059062e-05,"scientific",10837
"[""isn't""]",2e-04,0,"scientific",5684
"['and so on']",0,0,"scientific",67513
"[""isn't""]",2e-04,0,"scientific",5379
"['and so on', 'and so on', 'and so on']",9e-04,0,"scientific",3517
"['and so on', ""won't""]",3e-04,0,"scientific",5939
"[""can't""]",2e-04,0,"scientific",4930
"['and so on']",3e-04,0,"scientific",3911
"['and so on', 'and so on', ' Corona ']",4e-04,0,"scientific",7447
"[""aren't""]",2e-04,0,"scientific",4707
"[""aren't"", ""can't"", ""can't""]",8e-04,0,"scientific",3682
"[""isn't""]",1e-04,0,"scientific",14101
"['and so on']",0,0,"scientific",24905
"[""can't"", ""hasn't"", ""isn't""]",5e-04,0,"scientific",6356
"['and so on', ' corona ', ' corona ']",3e-04,0,"scientific",9085
"['and so on', 'and so on']",4e-04,0,"scientific",4937
"[""won't""]",3e-04,0,"scientific",3949
"[""aren't"", ""can't"", ' Corona ']",4e-04,0,"scientific",8083
"['and so on', 'and so on', 'and so on', 'and so on']",4e-04,0,"scientific",9139
"[""hasn't""]",0.001,0,"scientific",996
"[""won't"", '(corona)']",2e-04,0,"scientific",11246
"['and so on']",1e-04,0,"scientific",8611
"['and so on', ""shouldn't""]",9e-04,0,"scientific",2208
"['and so on']",4e-04,0,"scientific",2776
"[' Rona,', ' rona ', ' Rona ', '(corona ', ' corona)']",0.0025,0,"scientific",2005
"['and so on', 'and so on']",3e-04,0,"scientific",6578
"['and so on']",2e-04,0,"scientific",4686
"['and so on']",1e-04,0,"scientific",7864
"[""won't""]",2e-04,0,"scientific",4723
"['and so on']",3e-04,0,"scientific",3418
"['and so on', 'and so on']",3e-04,0,"scientific",7524
"['and so on']",3e-04,0,"scientific",3747
"['and so on']",1e-04,0,"scientific",13921
"['And so on']",1e-04,0,"scientific",11516
"['and so on', '(COrona ']",0.003,0,"scientific",662
"['and so on']",1e-04,0,"scientific",7352
"[""can't""]",1e-04,0,"scientific",7654
"['and so on']",4e-04,0,"scientific",2335
"[""isn't""]",1e-04,0,"scientific",8245
"['and so on']",1e-04,0,"scientific",7577
"['and so on']",1e-04,0,"scientific",8237
"[""haven't""]",2e-04,0,"scientific",5793
"[""can't"", ""-corona'""]",3e-04,0,"scientific",5829
"[""can't""]",2e-04,0,"scientific",4529
"[""won't""]",0.0022,0,"scientific",464
"[""can't""]",3e-04,0,"scientific",3535
"['and so on']",1e-04,0,"scientific",8833
"[""won't"", ' corona)']",3e-04,0,"scientific",6786
"['and so on', ' corona.', ' Corona ', ' corona ', ' corona ', ' corona ', ' Corona ', ' corona.']",0.0022,0,"scientific",3658
"['and so on']",2e-04,0,"scientific",4394
"[""haven't"", ""isn't"", ' corona ', ' corona,']",4e-04,0,"scientific",10451
"[""can't"", ""hasn't"", ""isn't"", ""isn't""]",6e-04,0,"scientific",6169
"[""can't""]",3e-04,0,"scientific",3556
"['and so on']",1e-04,0,"scientific",11040
"[""won't"", ""shouldn't"", ""shouldn't""]",0.001,0,"scientific",2887
"[""haven't""]",3e-04,0,"scientific",3878
"['and so on', 'and so on', ""shouldn't"", ' Corona ']",8e-04,0,"scientific",4929
"[""haven't""]",2e-04,0,"scientific",6011
"['and so on', ""aren't""]",5e-04,0,"scientific",4143
"[""won't"", ""isn't"", ""isn't"", ""isn't"", ""isn't"", ""isn't""]",0.0014,0,"scientific",4395
"['and so on', 'and so on', 'and so on', ' corona ']",0.0015,0,"scientific",2706
"[""won't""]",5e-04,0,"scientific",2207
"['and so on']",3e-04,0,"scientific",3452
"[""won't""]",2e-04,0,"scientific",5481
"[""Can't""]",0.002,0,"scientific",511
"['and so on']",3e-04,0,"scientific",3984
"['and so on']",1e-04,0,"scientific",7268
"['and so on', 'and so on']",0.0011,0,"scientific",1810
"[""haven't"", ' Corona ', ' Corona ']",5e-04,0,"scientific",6280
"['and so on', 'and so on']",2e-04,0,"scientific",9012
"['and so on']",9e-04,0,"scientific",1171
"[""shouldn't"", ""isn't""]",3e-04,0,"scientific",7001
"[""can't"", ""can't"", ""can't"", ""isn't"", ' corona ']",4e-04,0,"scientific",13861
"[""can't"", ""won't""]",3e-04,0,"scientific",7998
"['and so on', 'and so on', ""can't"", ""can't"", ""won't""]",5e-04,9.38262338149747e-05,"scientific",10659
"[""can't"", '#Corona,', ' Corona,']",0.001,0,"scientific",3157
"[""hasn't""]",4e-04,0,"scientific",2516
"[""isn't""]",1e-04,0,"scientific",12667
"['and so on']",1e-04,0,"scientific",11361
"[""haven't""]",6e-04,0,"scientific",1774
"[""aren't"", ""haven't"", ""isn't""]",0.0017,0,"scientific",1814
"['and so on', ' corona ']",6e-04,0,"scientific",3277
"['and so on', 'and so on', ""can't"", ""haven't""]",0,5.07933927954652e-06,"scientific",196910
"[""won't""]",2e-04,0,"scientific",5527
"[""can't""]",3e-04,0,"scientific",3409
"['and so on']",0,0,"scientific",117083
"['and so on', 'and so on', 'and so on', 'and so on', ' Corona ']",5e-04,0,"scientific",9603
"['and so on']",6e-04,0,"scientific",1762
"['and so on']",3e-04,0,"scientific",3385
"[""aren't"", ' corona ']",1e-04,0,"scientific",13459
"[""won't""]",1e-04,0,"scientific",9654
"[""isn't""]",1e-04,0,"scientific",7774
"[""won't""]",2e-04,0,"scientific",4586
"['and so on']",2e-04,0,"scientific",4295
"['and so on', 'and so on']",8e-04,0,"scientific",2389
"[""aren't"", ""aren't"", ""isn't"", ""isn't""]",4e-04,0,"scientific",11403
"[""hasn't"", ' Corona ']",8e-04,0,"scientific",2576
"[""can't""]",9e-04,0,"scientific",1142
"[""can't""]",2e-04,0,"scientific",4124
"[""can't""]",2e-04,0,"scientific",5485
"[""shouldn't""]",1e-04,0,"scientific",6900
"[""isn't""]",4e-04,0,"scientific",2662
"[""aren't""]",4e-04,0,"scientific",2678
"[""Can't"", ' Corona ']",7e-04,0,"scientific",2879
"['and so on']",2e-04,0,"scientific",5210
"['and so on', ""isn't""]",0.0014,0,"scientific",1392
"[""can't"", ""can't"", ""haven't"", ""hasn't"", ""isn't"", ""isn't"", ""isn't"", ""isn't"", ""isn't""]",0.0034,0,"scientific",2636
"['and so on']",4e-04,0,"scientific",2667
"[""can't""]",1e-04,0,"scientific",12850
"['and so on']",1e-04,0,"scientific",12537
"[""haven't"", ' Corona ']",7e-04,0,"scientific",2785
"['and so on']",0.001,0,"scientific",966
"[""Won't""]",3e-04,0,"scientific",2966
"['and so on', 'and so on']",3e-04,0,"scientific",6269
"[""aren't"", ""isn't"", ""isn't""]",4e-04,0,"scientific",7004
"['and so on']",4e-04,0,"scientific",2484
"[""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't""]",0.0017,0,"scientific",5285
"[""aren't""]",5e-04,0,"scientific",2194
"[""aren't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""isn't"", ""isn't""]",0.0025,0,"scientific",3198
"[""can't"", ""can't"", ""can't"", ""can't"", ""can't""]",8e-04,0,"scientific",6136
"[""can't""]",0.0015,0,"scientific",686
"[""won't"", '""corona""']",5e-04,0,"scientific",3859
"[""won't""]",2e-04,0,"scientific",5243
"['and so on']",2e-04,0.000155738981467061,"scientific",6421
"['and so on', 'and so on']",3e-04,0,"scientific",5863
"['and so on']",3e-04,0,"scientific",2969
"[""can't""]",5e-04,0,"scientific",2227
"[""Haven't"", '""corona""']",2e-04,0,"scientific",8519
"[""isn't""]",7e-04,0,"scientific",1385
"['and so on']",4e-04,0,"scientific",2309
"[""haven't""]",3e-04,0,"scientific",3127
"['and so on']",7e-04,0,"scientific",1474
"[""aren't"", ""shouldn't""]",0,0,"scientific",61804
"['and so on']",2e-04,0,"scientific",5128
"[""aren't""]",2e-04,0,"scientific",6393
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' corona ']",6e-04,0,"scientific",12616
"['and so on', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0011,0,"scientific",5447
"['and so on', ' Corona ', ' Corona ', ' Corona ', ' Corona ', ' corona ', ' corona ', ' Corona ', ' Corona ', ' Corona ', ' corona ', ' Corona ']",0.0018,0,"scientific",6494
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on']",4e-04,0,"scientific",16046
"['and so on']",4e-04,0,"scientific",2739
"['and so on']",4e-04,0,"scientific",2393
"['and so on']",0.0013,0,"scientific",778
"['and so on']",1e-04,0,"scientific",13202
"['and so on']",3e-04,0,"scientific",3391
